OBJT_ID,FCLTY_TY,MNG_INST,INS_PURPOS,INS_TYPE,INS_DETAIL,RN_ADRES,ADRES,LAT,LON,LNK_TYPE,FLAG_POL_L,FLAG_SEC_L,FLAG_MNG_L,ADDITION,INS_YEAR,LAST_INSPD,LAST_INSPT,MNG_TEL,FLAG_SERVI,CTPRVN_CD,SGG_CD,EMD_CD,X,Y,DATA_TY
1,비상벨,종로구청,약자보호,화장실,인왕산도시자연공원(청운지구 서시정),-,서울특별시 종로구 청운동 7-3,37.591042,126.966257,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2832,Y,11,11110,11110101,14133819.0772,4521813.76426,20210324
2,비상벨,종로구청,방범용,공원,인왕산도시자연공원,-,서울특별시 종로구 청운동 7-3,37.591042,126.966257,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2832,N,11,11110,11110101,14133819.0772,4521813.76426,20210324
3,비상벨,종로구청,약자보호,화장실,인왕산도시자연공원(청운지구),-,서울특별시 종로구 청운동 7-27,37.589514,126.96551,양방향,Y,N,N,-,2016,20200630,Y,02-2148-2832,Y,11,11110,11110101,14133735.9215,4521599.10291,20210324
4,비상벨,종로구청,약자보호,화장실,창의문화장실,-,서울특별시 종로구 청운동 산 1-1,37.59132439,126.9717837,양방향,Y,N,N,-,2016,20200630,Y,02-2148-2832,Y,11,11110,11110101,14134434.3066,4521853.43635,20210324
5,비상벨,종로구청,약자보호,화장실,창의문화장실,-,서울특별시 종로구 청운동 산 1-1,37.59132439,126.9717837,양방향,Y,N,N,-,2016,20200630,Y,02-2148-2832,Y,11,11110,11110101,14134434.3066,4521853.43635,20200701
6,비상벨,종로구청,약자보호,화장실,무궁화동산,-,서울특별시 종로구 궁정동 55-3,37.584386,126.972402,단방향,Y,N,N,-,2013,20200630,Y,02-2148-2864,Y,11,11110,11110103,14134503.1354,4520878.72715,20200701
7,비상벨,종로구청 청소행정과,방범용,화장실,누상동체육시설 공중화장실,-,서울특별시 종로구 누상동 산 1-3,37.580046,126.964202,미연계,N,N,N,-,2017,20200604,Y,02-2148-2383,N,11,11110,11110109,14133590.3156,4520269.08753,20210324
8,비상벨,종로구청,약자보호,화장실,인왕산도시자연공원(누상지구),-,서울특별시 종로구 누상동 산 1-38,37.578974,126.963164,양방향,Y,N,N,-,2016,20200630,Y,02-2148-2835,Y,11,11110,11110109,14133474.766,4520118.50921,20210324
9,비상벨,종로구청,방범용,공원,수성동계곡,-,서울특별시 종로구 옥인동 185-4,37.58207,126.963764,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2835,N,11,11110,11110111,14133541.5577,4520553.39431,20210324
10,비상벨,종로구청 청소행정과,방범용,화장실,인왕산수목원약수터 공중화장실,-,서울특별시 종로구 옥인동 179-1,37.58303,126.963573,미연계,N,N,N,-,2017,20200604,Y,02-2148-2383,N,11,11110,11110111,14133520.2957,4520688.24607,20210324
11,비상벨,종로구청,방범용,공원,사직공원,서울특별시 종로구 사직로9길 15-32 (사직동),서울특별시 종로구 사직동 산 1-1,37.57791908,126.9639457,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2835,N,11,11110,11110115,14133561.7844,4519970.33214,20210324
12,비상벨,종로구청,약자보호,화장실,사직공원 사직경로당 옆 화장실,서울특별시 종로구 사직로9길 15-32 (사직동),서울특별시 종로구 사직동 산 1-1,37.57791908,126.9639457,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2835,Y,11,11110,11110115,14133561.7844,4519970.33214,20200701
13,비상벨,종로구청,방범용,공원,사직공원,서울특별시 종로구 사직로9길 15-32 (사직동),서울특별시 종로구 사직동 산 1-1,37.57791908,126.9639457,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2835,N,11,11110,11110115,14133561.7844,4519970.33214,20200701
14,비상벨,종로구청,약자보호,화장실,사직공원 사직경로당 옆 화장실,서울특별시 종로구 사직로9길 15-32 (사직동),서울특별시 종로구 사직동 산 1-1,37.57791908,126.9639457,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2835,Y,11,11110,11110115,14133561.7844,4519970.33214,20210324
15,비상벨,종로구청,방범용,공원,경희궁공원,"서울특별시 종로구 새문안로 45 (신문로2가,경희궁)",서울특별시 종로구 신문로2가 2-1,37.57004215,126.9687354,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2843,N,11,11110,11110121,14134094.9714,4518863.98248,20200701
16,비상벨,종로구청,방범용,공원,경희궁공원,"서울특별시 종로구 새문안로 45 (신문로2가,경희궁)",서울특별시 종로구 신문로2가 2-1,37.57004215,126.9687354,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2843,N,11,11110,11110121,14134094.9714,4518863.98248,20210324
17,비상벨,종로구청,방범용,공원,청진근린공원,"서울특별시 종로구 종로 33 (청진동,그랑서울)",서울특별시 종로구 청진동 70,37.57096024,126.9814402,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2844,N,11,11110,11110122,14135509.2633,4518992.92626,20200701
18,비상벨,종로구청,방범용,공원,청진근린공원,"서울특별시 종로구 종로 33 (청진동,그랑서울)",서울특별시 종로구 청진동 70,37.57096024,126.9814402,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2844,N,11,11110,11110122,14135509.2633,4518992.92626,20210324
19,비상벨,종로구청,방범용,공원,서린소공원,서울특별시 종로구 종로 30 (서린동),서울특별시 종로구 서린동 79-2,37.56994741,126.980707,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2844,N,11,11110,11110123,14135427.6438,4518850.67654,20210324
20,비상벨,종로구청,방범용,공원,서린소공원,서울특별시 종로구 종로 30 (서린동),서울특별시 종로구 서린동 79-2,37.56994741,126.980707,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2844,N,11,11110,11110123,14135427.6438,4518850.67654,20200701
21,비상벨,종로구청,방범용,공원,수송공원,-,서울특별시 종로구 수송동 80-7,37.573807,126.981186,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2843,N,11,11110,11110124,14135480.9658,4519392.75772,20210324
22,비상벨,종로구청,약자보호,화장실,우정총국,-,서울특별시 종로구 견지동 39,37.57456,126.982512,단방향,Y,N,N,-,2013,20200630,Y,02-2148-2864,Y,11,11110,11110129,14135628.5755,4519498.52019,20200701
23,비상벨,종로구청,약자보호,화장실,창덕공원,"서울특별시 종로구 율곡로 99 (와룡동,창덕궁)",서울특별시 종로구 와룡동 2-71,37.57886838,126.9897116,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2844,Y,11,11110,11110130,14136430.0313,4520103.67343,20200701
24,비상벨,종로구청,약자보호,화장실,창덕공원,"서울특별시 종로구 율곡로 99 (와룡동,창덕궁)",서울특별시 종로구 와룡동 2-71,37.57886838,126.9897116,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2844,Y,11,11110,11110130,14136430.0313,4520103.67343,20210324
25,비상벨,종로구청,방범용,공원,창덕공원,-,서울특별시 종로구 권농동 19-1,37.577775,126.991322,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2844,N,11,11110,11110131,14136609.3002,4519950.09442,20210324
26,비상벨,종로구청,약자보호,화장실,탑골공원,"서울특별시 종로구 종로 99 (종로2가,탑골공원)",서울특별시 종로구 종로2가 37-1,37.57061151,126.9880601,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2844,Y,11,11110,11110138,14136246.1872,4518943.94769,20210324
27,비상벨,종로구청,약자보호,화장실,탑골공원,"서울특별시 종로구 종로 99 (종로2가,탑골공원)",서울특별시 종로구 종로2가 37-1,37.57061151,126.9880601,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2844,Y,11,11110,11110138,14136246.1872,4518943.94769,20200701
28,비상벨,종로구청,방범용,공원,삼청공원,"서울특별시 종로구 북촌로 134-3 (삼청동,삼청공원관리실)",서울특별시 종로구 삼청동 산 2-2,37.5879786,126.9840854,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2843,N,11,11110,11110140,14135803.7256,4521383.40642,20210324
29,비상벨,종로구청,약자보호,화장실,삼청공원(관리실 옆),"서울특별시 종로구 북촌로 134-3 (삼청동,삼청공원관리실)",서울특별시 종로구 삼청동 산 2-2,37.5879786,126.9840854,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2843,Y,11,11110,11110140,14135803.7256,4521383.40642,20210324
30,비상벨,종로구청,방범용,공원,삼청공원,"서울특별시 종로구 북촌로 134-3 (삼청동,삼청공원관리실)",서울특별시 종로구 삼청동 산 2-2,37.5879786,126.9840854,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2843,N,11,11110,11110140,14135803.7256,4521383.40642,20200701
31,비상벨,종로구청,약자보호,화장실,삼청공원(약수터 위),"서울특별시 종로구 북촌로 134-3 (삼청동,삼청공원관리실)",서울특별시 종로구 삼청동 산 2-2,37.5879786,126.9840854,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2843,Y,11,11110,11110140,14135803.7256,4521383.40642,20210324
32,비상벨,종로구청,약자보호,화장실,삼청공원(약수터 위),"서울특별시 종로구 북촌로 134-3 (삼청동,삼청공원관리실)",서울특별시 종로구 삼청동 산 2-2,37.5879786,126.9840854,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2843,Y,11,11110,11110140,14135803.7256,4521383.40642,20200701
33,비상벨,종로구청 청소행정과,방범용,화장실,삼청동공중화장실,-,서울특별시 종로구 삼청동 111-1,37.58576,126.981655,양방향,Y,N,N,-,2017,20200604,Y,02-2148-2383,Y,11,11110,11110140,14135533.1747,4521071.74028,20210324
34,비상벨,종로구청,약자보호,화장실,삼청공원(관리실 옆),"서울특별시 종로구 북촌로 134-3 (삼청동,삼청공원관리실)",서울특별시 종로구 삼청동 산 2-2,37.5879786,126.9840854,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2843,Y,11,11110,11110140,14135803.7256,4521383.40642,20200701
35,비상벨,종로구청,약자보호,화장실,종묘광장,"서울특별시 종로구 종로 157 (훈정동,종묘공원)",서울특별시 종로구 봉익동 67,37.571212,126.994021,양방향,Y,N,N,-,2016,20200630,Y,02-2148-2844,Y,11,11110,11110152,14136909.7515,4519028.28569,20210324
36,비상벨,종로구청 청소행정과,방범용,화장실,관수교북단 공중화장실,-,서울특별시 종로구 관수동 91-4,37.56859,126.992153,양방향,Y,N,N,-,2017,20200604,Y,02-2148-2383,Y,11,11110,11110155,14136701.8067,4518660.03436,20210324
37,비상벨,종로구청,방범용,공원,연지1상상어린이공원,-,서울특별시 종로구 연지동 136-92,37.574184,127.001022,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2844,N,11,11110,11110160,14137689.0993,4519445.70905,20210324
38,비상벨,종로구청 청소행정과,방범용,화장실,광장시장 동문 앞 공중화장실,"서울특별시 종로구 동호로 398 (종로5가,마전교지하쇼핑센터)",서울특별시 종로구 종로5가 194-1,37.570179,127.001897,양방향,Y,N,N,-,2017,20200604,Y,02-2148-2383,Y,11,11110,11110163,14137786.5038,4518883.20267,20210324
39,비상벨,종로구청,방범용,공원,동대문성곽공원,-,서울특별시 종로구 종로6가 70,37.572429,127.008919,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2844,N,11,11110,11110164,14138568.1893,4519199.21376,20210324
40,비상벨,종로구청,방범용,공원,백동어린이놀이터,-,서울특별시 종로구 동숭동 25-1,37.58301,127.004684,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2844,N,11,11110,11110168,14138096.7512,4520685.43664,20210324
41,비상벨,종로구청,방범용,공원,마로니에공원,서울특별시 종로구 대학로 104 (동숭동),서울특별시 종로구 동숭동 1-124,37.58033562,127.0025133,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2844,N,11,11110,11110168,14137855.11,4520309.76933,20210324
42,비상벨,종로구청,방범용,공원,마로니에공원,서울특별시 종로구 대학로 104 (동숭동),서울특별시 종로구 동숭동 1-124,37.58033562,127.0025133,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2844,N,11,11110,11110168,14137855.11,4520309.76933,20200701
43,비상벨,종로구청,약자보호,화장실,마로니에공원(지상1층),서울특별시 종로구 대학로 104 (동숭동),서울특별시 종로구 동숭동 1-124,37.58033562,127.0025133,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2844,Y,11,11110,11110168,14137855.11,4520309.76933,20210324
44,비상벨,종로구청,약자보호,화장실,마로니에공원(지상1층),서울특별시 종로구 대학로 104 (동숭동),서울특별시 종로구 동숭동 1-124,37.58033562,127.0025133,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2844,Y,11,11110,11110168,14137855.11,4520309.76933,20200701
45,비상벨,종로구청,방범용,공원,명륜상상어린이공원,"서울특별시 종로구 혜화로9길 24-9 (명륜1가,혜명경로당)",서울특별시 종로구 명륜1가 23-9,37.58805535,126.9982835,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2844,N,11,11110,11110170,14137384.2508,4521394.18833,20200701
46,비상벨,종로구청,방범용,공원,명륜상상어린이공원,"서울특별시 종로구 혜화로9길 24-9 (명륜1가,혜명경로당)",서울특별시 종로구 명륜1가 23-9,37.58805535,126.9982835,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2844,N,11,11110,11110170,14137384.2508,4521394.18833,20210324
47,비상벨,종로구청 청소행정과,방범용,화장실,와룡공원 주변 공중화장실,-,서울특별시 종로구 명륜3가 53-21,37.59021,126.991483,미연계,N,N,N,-,2017,20200604,Y,02-2148-2383,N,11,11110,11110173,14136627.2226,4521696.88005,20210324
48,비상벨,종로구청,약자보호,화장실,와룡공원,서울특별시 종로구 명륜10길 16-1 (명륜3가),서울특별시 종로구 명륜3가 1-1101,37.5906896,126.9920651,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2843,Y,11,11110,11110173,14136692.0217,4521764.25689,20210324
49,비상벨,종로구청,약자보호,화장실,와룡공원,서울특별시 종로구 명륜10길 16-1 (명륜3가),서울특별시 종로구 명륜3가 1-1101,37.5906896,126.9920651,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2843,Y,11,11110,11110173,14136692.0217,4521764.25689,20200701
50,비상벨,종로구청,방범용,공원,경학어린이공원,-,서울특별시 종로구 명륜3가 53-2,37.584479,126.996854,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2844,N,11,11110,11110173,14137225.1196,4520891.79125,20210324
51,비상벨,종로구청,방범용,공원,와룡공원,-,서울특별시 종로구 명륜3가 53-52,37.589273,126.989329,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2843,N,11,11110,11110173,14136387.4405,4521565.24639,20210324
52,비상벨,종로구청,방범용,공원,낙산상상어린이공원,"서울특별시 종로구 창신길 210-11 (창신동,구립낙산어린이집)",서울특별시 종로구 창신동 611-19,37.57954594,127.0101844,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2844,N,11,11110,11110174,14138709.053,4520198.84641,20210324
53,비상벨,종로구청,방범용,공원,창신어린이공원,-,서울특별시 종로구 창신동 23-362,37.578014,127.012952,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2844,N,11,11110,11110174,14139017.1408,4519983.66479,20210324
54,비상벨,종로구청,방범용,공원,낙산상상어린이공원,"서울특별시 종로구 창신길 210-11 (창신동,구립낙산어린이집)",서울특별시 종로구 창신동 611-19,37.57954594,127.0101844,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2844,N,11,11110,11110174,14138709.053,4520198.84641,20200701
55,비상벨,종로구청 청소행정과,방범용,화장실,창신동공중화장실,서울특별시 종로구 지봉로13길 46 (창신동),서울특별시 종로구 창신동 23-357,37.578619,127.012638,양방향,Y,N,N,-,2017,20200604,Y,02-2148-2383,Y,11,11110,11110174,14138982.1865,4520068.64466,20210324
56,비상벨,종로구청,약자보호,화장실,동묘공원,"서울특별시 종로구 난계로27길 84 (숭인동,동묘공원)",서울특별시 종로구 숭인동 238-1,37.5731443,127.0182479,양방향,N,N,Y,-,2018,20200630,Y,02-2148-2843,Y,11,11110,11110175,14139606.6777,4519299.6792,20210324
57,비상벨,종로구청,방범용,공원,숭인공원,"서울특별시 종로구 동망산길 150 (숭인동,숭인공원관리사무소)",서울특별시 종로구 숭인동 58-447,37.57747268,127.0182942,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2843,N,11,11110,11110175,14139611.8318,4519907.63016,20200701
58,비상벨,서울시성북구청도시안전과,방범용,공원,CCTV,"서울특별시 종로구 동망산길 150 (숭인동,숭인공원관리사무소)",서울특별시 종로구 숭인동 58-447,37.57747268,127.0182942,양방향,N,N,N,-,2017,20200529,Y,02-2241-4562,N,11,11110,11110175,14139611.8318,4519907.63016,20200605
59,비상벨,종로구청,약자보호,화장실,동묘공원,"서울특별시 종로구 난계로27길 84 (숭인동,동묘공원)",서울특별시 종로구 숭인동 238-1,37.5731443,127.0182479,양방향,N,N,Y,-,2018,20200630,Y,02-2148-2843,Y,11,11110,11110175,14139606.6777,4519299.6792,20200701
60,비상벨,종로구청,방범용,공원,숭인공원,"서울특별시 종로구 동망산길 150 (숭인동,숭인공원관리사무소)",서울특별시 종로구 숭인동 58-447,37.57747268,127.0182942,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2843,N,11,11110,11110175,14139611.8318,4519907.63016,20210324
61,비상벨,종로구청,약자보호,화장실,숭인공원,"서울특별시 종로구 동망산길 150 (숭인동,숭인공원관리사무소)",서울특별시 종로구 숭인동 58-447,37.57747268,127.0182942,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2843,Y,11,11110,11110175,14139611.8318,4519907.63016,20200701
62,비상벨,종로구청,약자보호,화장실,숭인공원,"서울특별시 종로구 동망산길 150 (숭인동,숭인공원관리사무소)",서울특별시 종로구 숭인동 58-447,37.57747268,127.0182942,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2843,Y,11,11110,11110175,14139611.8318,4519907.63016,20210324
63,비상벨,서울시성북구청도시안전과,방범용,공원,CCTV,서울특별시 종로구 종로63가길 79 (숭인동),서울특별시 종로구 숭인동 181-145,37.57743297,127.0186746,양방향,N,N,N,-,2017,20200529,Y,02-2241-4562,N,11,11110,11110175,14139654.1777,4519902.05245,20200605
64,비상벨,종로구청,방범용,공원,숭인어린이놀이터,-,서울특별시 종로구 숭인동 605,37.577924,127.020374,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2844,N,11,11110,11110175,14139843.3541,4519971.02321,20210324
65,비상벨,종로구청,방범용,공원,월암공원,-,서울특별시 종로구 송월동 145-7,37.570966,126.965389,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2843,N,11,11110,11110178,14133722.4519,4518993.73524,20210324
66,비상벨,종로구청 청소행정과,방범용,화장실,구기동공중화장실,-,서울특별시 종로구 구기동 120-16,37.609641,126.95642,양방향,Y,N,N,-,2017,20200604,Y,02-2148-2383,Y,11,11110,11110182,14132724.0273,4524427.00141,20210324
67,비상벨,종로구청 청소행정과,방범용,화장실,참샘골공원 공중화장실,-,서울특별시 종로구 평창동 470,37.615189,126.974711,미연계,N,N,N,-,2017,20200604,Y,02-2148-2383,N,11,11110,11110183,14134760.1721,4525206.64511,20210324
68,비상벨,종로구청,약자보호,화장실,북한산도시자연공원(북악팔각정),"서울특별시 종로구 북악산로 267 (평창동,북악팔각정)",서울특별시 종로구 평창동 산 6-2,37.60197588,126.9805492,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2835,Y,11,11110,11110183,14135410.0776,4523349.94091,20210324
69,비상벨,종로구청,약자보호,화장실,북한산도시자연공원(북악팔각정),"서울특별시 종로구 북악산로 267 (평창동,북악팔각정)",서울특별시 종로구 평창동 산 6-2,37.60197588,126.9805492,양방향,Y,N,N,-,2018,20200630,Y,02-2148-2835,Y,11,11110,11110183,14135410.0776,4523349.94091,20200701
70,비상벨,종로구청,방범용,공원,참샘골어린이공원,-,서울특별시 종로구 평창동 470,37.615161,126.974633,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2844,N,11,11110,11110183,14134751.4892,4525202.7102,20210324
71,비상벨,종로구청,방범용,공원,새마을어린이공원,-,서울특별시 종로구 평창동 327-7,37.605667,126.965063,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2844,N,11,11110,11110183,14133686.1617,4523868.58293,20210324
72,비상벨,종로구청,방범용,공원,감나무골어린이공원,-,서울특별시 종로구 평창동 495-4,37.612794,126.970339,양방향,N,N,N,CCTV,2016,20200630,Y,02-2148-2844,N,11,11110,11110183,14134273.4833,4524870.07585,20210324
73,비상벨,종로구청,방범용,공원,부암3소공원,서울특별시 종로구 창의문로 143-10 (부암동),서울특별시 종로구 부암동 265-5,37.592305,126.964166,양방향,N,N,N,CCTV,2018,20200630,Y,02-2148-2832,N,11,11110,11110184,14133586.3081,4521991.20036,20210324
74,비상벨,종로구청 청소행정과,방범용,화장실,무악동배드민턴장 공중화장실,-,서울특별시 종로구 무악동 48,37.578347,126.956882,미연계,N,N,N,-,2017,20200604,Y,02-2148-2383,N,11,11110,11110187,14132775.4569,4520030.43875,20210324
75,비상벨,종로구청 청소행정과,방범용,화장실,인왕산등산로입구 공중화장실,-,서울특별시 종로구 무악동 46-1894,37.577359,126.961116,미연계,N,N,N,-,2017,20200604,Y,02-2148-2383,N,11,11110,11110187,14133246.7837,4519891.66256,20210324
76,비상벨,종로구청,약자보호,화장실,인왕산도시자연공원(무악지구),-,서울특별시 종로구 무악동 산 2-84,37.578185,126.960195,양방향,Y,N,N,-,2016,20200630,Y,02-2148-2835,Y,11,11110,11110187,14133144.2584,4520007.68382,20210324
77,비상벨,서울특별시 중구청,방범용,가로변,"모전교 앞, 텍사스빠",-,서울특별시 중구 무교동 79,37.5689,126.9794,양방향,N,N,N,-,2017,20230328,Y,02-3396-8045,N,11,11140,11140101,14135282.1492,4518703.57217,20230328
78,비상벨,서울특별시 중구청,방범용,공원,다동소공원 화장실 앞,-,서울특별시 중구 다동 51-5,37.5681,126.9807,양방향,N,N,N,-,2013,20230328,Y,02-3396-8045,N,11,11140,11140102,14135426.8646,4518591.2169,20230328
79,비상벨,서울특별시 중구청,방범용,가로변,다동 사거리,-,서울특별시 중구 다동 70-3,37.568,126.9814,양방향,N,N,N,-,2016,20230328,Y,02-3396-8045,N,11,11140,11140102,14135504.7882,4518577.17258,20230328
80,비상벨,서울특별시 중구청,방범용,공원,다동소공원,-,서울특별시 중구 다동 193,37.568,126.9804,양방향,N,N,N,-,2017,20230328,Y,02-3396-8045,N,11,11140,11140102,14135393.4687,4518577.17258,20230328
81,비상벨,서울특별시 중구청,방범용,가로변,행복한 전집 앞,-,서울특별시 중구 다동 60-2,37.5678,126.9809,양방향,N,N,N,-,2017,20230328,Y,02-3396-8045,N,11,11140,11140102,14135449.1285,4518549.08399,20230328
82,비상벨,서울특별시 중구청,방범용,가로변,YG타위 뒤,-,서울특별시 중구 다동 155,37.5673,126.9805,양방향,N,N,N,-,2018,20230328,Y,02-3396-8045,N,11,11140,11140102,14135404.6007,4518478.86284,20230328
83,비상벨,서울특별시 중구청,방범용,가로변,태평로파출소 공중전화 앞,-,서울특별시 중구 다동 50-1,37.5679,126.98,양방향,N,N,N,-,2016,20230328,Y,02-3396-8045,N,11,11140,11140102,14135348.9409,4518563.12827,20230328
84,비상벨,서울특별시 중구청,방범용,공원,다동소공원,-,서울특별시 중구 다동 33-5,37.5682,126.9808,양방향,N,N,N,-,2013,20230328,Y,02-3396-8045,N,11,11140,11140102,14135437.9965,4518605.26125,20230328
85,비상벨,서울특별시 중구청,방범용,가로변,"파이낸스빌딩 앞, 관광안내센터",-,서울특별시 중구 태평로1가 1,37.569,126.9774,양방향,N,N,N,-,2012,20230328,Y,02-3396-8045,N,11,11140,11140103,14135059.5103,4518717.61667,20230328
86,비상벨,서울특별시 중구청,방범용,공원,무교소공원,-,서울특별시 중구 태평로1가 63-17,37.569,126.9773,양방향,N,N,N,-,2015,20230328,Y,02-3396-8045,N,11,11140,11140103,14135048.3783,4518717.61667,20230328
87,비상벨,서울특별시 중구청,방범용,가로변,하나은행 본점 뒤,-,서울특별시 중구 을지로1가 95-4,37.5667,126.9816,양방향,N,N,N,-,2016,20230328,Y,02-3396-8045,N,11,11140,11140104,14135527.0521,4518394.59808,20230328
88,비상벨,서울특별시 중구청,방범용,가로변,BNK 부산은행 앞,-,서울특별시 중구 을지로1가 8,37.5662,126.9793,양방향,N,N,N,-,2014,20230328,Y,02-3396-8045,N,11,11140,11140104,14135271.0173,4518324.37797,20230328
89,비상벨,서울특별시 중구청,방범용,가로변,부림빌딩 앞,-,서울특별시 중구 을지로1가 46,37.5668,126.9799,양방향,N,N,N,-,2017,20230328,Y,02-3396-8045,N,11,11140,11140104,14135337.809,4518408.64216,20230328
90,비상벨,서울특별시 중구청,방범용,공원,을지비즈센터 저동 공원,-,서울특별시 중구 을지로2가 203-2,37.5654,126.9891,양방향,N,N,N,-,2020,20230328,Y,02-3396-8045,N,11,11140,11140105,14136361.9483,4518212.02677,20230328
91,비상벨,서울특별시 중구청,방범용,가로변,하나은행 주차장입구,-,서울특별시 중구 을지로2가 10,37.5667,126.9843,양방향,N,N,N,-,2014,20230328,Y,02-3396-8045,N,11,11140,11140105,14135827.6147,4518394.59808,20230328
92,비상벨,서울특별시 중구청,방범용,가로변,한양빌딩 앞,-,서울특별시 중구 을지로2가 195-4,37.565,126.9844,양방향,N,N,N,-,2016,20230328,Y,02-3396-8045,N,11,11140,11140105,14135838.7467,4518155.85163,20230328
93,비상벨,서울특별시 중구청,방범용,공원,한빛미디어파크,-,서울특별시 중구 삼각동 118,37.5682,126.9849,양방향,N,N,N,-,2018,20230328,Y,02-3396-8045,N,11,11140,11140107,14135894.4064,4518605.26125,20230328
94,비상벨,서울특별시 중구청,방범용,공원,베를린공원,-,서울특별시 중구 장교동 1,37.5679,126.9867,양방향,N,N,N,-,2020,20230328,Y,02-3396-8045,N,11,11140,11140109,14136094.7815,4518563.12827,20230328
95,비상벨,서울특별시 중구청,방범용,가로변,청소년회관옆,-,서울특별시 중구 수표동 50-1,37.5672,126.9908,양방향,N,N,N,-,2017,20230328,Y,02-3396-8045,N,11,11140,11140110,14136551.1914,4518464.81867,20230328
96,비상벨,서울특별시 중구청,방범용,가로변,부영공구앞,-,서울특별시 중구 수표동 50-1,37.5679,126.9895,양방향,N,N,N,-,2015,20230328,Y,02-3396-8045,N,11,11140,11140110,14136406.4761,4518563.12827,20230328
97,비상벨,서울특별시 중구청,방범용,가로변,"한화금융프라자 주차장입구, 프라자H뒤",-,서울특별시 중구 소공동 110-2,37.5639,126.9779,양방향,N,N,N,-,2017,20230328,Y,02-3396-8045,N,11,11140,11140111,14135115.17,4518001.37153,20230328
98,비상벨,서울특별시 중구청,방범용,가로변,시장5번게이트,서울특별시 중구 퇴계로 39-2 (남창동),서울특별시 중구 남창동 62-4,37.5579,126.9771,양방향,N,N,N,-,2014,20230328,Y,02-3396-8045,N,11,11140,11140112,14135026.1144,4517158.79296,20230328
99,비상벨,서울특별시 중구청,방범용,가로변,일신교회 후문,-,서울특별시 중구 남창동 202,37.5567,126.9787,양방향,N,N,N,-,2017,20230328,Y,02-3396-8045,N,11,11140,11140112,14135204.2256,4516990.28539,20230328
100,비상벨,서울특별시 중구청,방범용,가로변,시장6번게이트,서울특별시 중구 퇴계로 53 (남창동),서울특별시 중구 남창동 47-17,37.5587,126.9781,양방향,N,N,N,-,2014,20230328,Y,02-3396-8045,N,11,11140,11140112,14135137.4339,4517271.13285,20230328
101,비상벨,서울특별시 중구청,방범용,가로변,관광안내센터 앞,-,서울특별시 중구 남창동 64-1,37.5586,126.9772,양방향,N,N,N,-,2016,20230328,Y,02-3396-8045,N,11,11140,11140112,14135037.2464,4517257.0903,20230328
