관리번호,위도,경도,지역구
가락지하차도-01,37.495254,127.107417,송파구
가락지하차도-02,37.495354,127.107755,송파구
가락지하차도-03,37.495443,127.108073,송파구
가락지하차도-04,37.495551,127.10841,송파구
가락지하차도-05,37.495654,127.108736,송파구
가락지하차도-06,37.495795,127.109195,송파구
가락지하차도-07,37.495891,127.109492,송파구
가락지하차도-08,37.495987,127.109805,송파구
가락지하차도-09,37.496093,127.110142,송파구
가락지하차도-10,37.496197,127.11048,송파구
가락지하차도-11,37.496356,127.11041,송파구
가락지하차도-12,37.496255,127.110073,송파구
가락지하차도-13,37.496144,127.109736,송파구
가락지하차도-14,37.49605,127.109421,송파구
가락지하차도-15,37.495962,127.109123,송파구
가락지하차도-16,37.495821,127.108658,송파구
가락지하차도-17,37.495723,127.108339,송파구
가락지하차도-18,37.495619,127.108005,송파구
가락지하차도-19,37.495505,127.107669,송파구
가락지하차도-20,37.495414,127.107348,송파구
가마산고가차도-01,37.492208,126.882247,구로구
가마산고가차도-02,37.492451,126.882341,구로구
가마산고가차도-03,37.492676,126.882452,구로구
가마산고가차도-04,37.492829,126.882691,구로구
가마산고가차도-05,37.492895,126.882976,구로구
가마산고가차도-06,37.493023,126.882904,구로구
가마산고가차도-07,37.492943,126.882584,구로구
가마산고가차도-08,37.492737,126.882285,구로구
가마산고가차도-09,37.492485,126.882164,구로구
가마산고가차도-10,37.492241,126.88207,구로구
가마산지하차도-01,37.486607,126.878862,구로구
가마산지하차도-02,37.48677,126.879122,구로구
가마산지하차도-03,37.486935,126.879354,구로구
가마산지하차도-04,37.487085,126.879551,구로구
가마산지하차도-05,37.487239,126.879726,구로구
가마산지하차도-06,37.488591,126.880704,구로구
가마산지하차도-07,37.488882,126.880811,구로구
가마산지하차도-08,37.489153,126.88094,구로구
가마산지하차도-09,37.489424,126.881064,구로구
가마산지하차도-10,37.489678,126.881181,구로구
가마산지하차도-11,37.489725,126.881013,구로구
가마산지하차도-12,37.489448,126.880902,구로구
가마산지하차도-13,37.489175,126.880779,구로구
가마산지하차도-14,37.488894,126.880659,구로구
가마산지하차도-15,37.488607,126.880537,구로구
가마산지하차도-16,37.487349,126.879562,구로구
가마산지하차도-17,37.487221,126.879355,구로구
가마산지하차도-18,37.487028,126.879235,구로구
가마산지하차도-19,37.486844,126.879017,구로구
가마산지하차도-20,37.486668,126.878747,구로구
가양대교남단_상-01,37.562224,126.855889,강서구
가양대교남단_상-02,37.562387,126.855993,강서구
가양대교남단_상-03,37.562574,126.856115,강서구
가양대교남단_상-04,37.562771,126.856239,강서구
가양대교남단_상-05,37.562966,126.85637,강서구
가양대교남단_상-06,37.563157,126.856504,강서구
가양대교남단_상-07,37.563319,126.856621,강서구
가양대교남단_상-08,37.563571,126.856807,강서구
가양대교남단_상-09,37.563756,126.856944,강서구
가양대교남단_상-10,37.563951,126.857091,강서구
가양대교남단_상-11,37.564141,126.857235,강서구
가양대교남단_상-12,37.564301,126.857358,강서구
가양대교남단_상-13,37.564475,126.857488,강서구
가양대교남단_상-14,37.564632,126.857607,강서구
가양대교남단_상-15,37.564797,126.857732,강서구
가양대교남단_상-16,37.564981,126.857871,강서구
가양대교남단_상-17,37.565169,126.858014,강서구
가양대교남단_상-18,37.565393,126.858184,강서구
가양대교남단_상-19,37.565581,126.858324,강서구
가양대교남단_상-20,37.565774,126.858468,강서구
가양대교남단_상-21,37.56598,126.85862,강서구
가양대교남단_상-22,37.56623,126.858807,강서구
가양대교남단_상-23,37.566441,126.858965,강서구
가양대교남단_상-24,37.566638,126.859112,강서구
가양대교남단_상-25,37.566858,126.859276,강서구
가양대교남단_상-26,37.567077,126.859541,강서구
가양대교남단_상-27,37.567287,126.859697,강서구
가양대교남단_상-28,37.56752,126.859869,강서구
가양대교남단_상-29,37.567734,126.860013,강서구
가양대교남단_상-30,37.567948,126.860151,강서구
가양대교남단_상-31,37.568161,126.860306,강서구
가양대교남단_상-32,37.568392,126.860477,강서구
가양대교남단_상-33,37.568598,126.860628,강서구
가양대교남단_상-34,37.568806,126.860782,강서구
가양대교남단_상-35,37.569011,126.860934,강서구
가양대교남단_상-36,37.569232,126.861098,강서구
가양대교남단_상-37,37.569423,126.86124,강서구
가양대교남단_상-38,37.569644,126.861403,강서구
가양대교남단_상-39,37.569851,126.861557,강서구
가양대교남단_상-500,37.562968,126.863651,강서구
가양대교남단_상-501,37.563086,126.863462,강서구
가양대교남단_상-502,37.563229,126.863236,강서구
가양대교남단_상-503,37.563357,126.863035,강서구
가양대교남단_상-504,37.563497,126.862813,강서구
가양대교남단_상-505,37.563641,126.862584,강서구
가양대교남단_상-506,37.563778,126.862368,강서구
가양대교남단_상-507,37.563913,126.862151,강서구
가양대교남단_상-508,37.564054,126.861929,강서구
가양대교남단_상-509,37.564191,126.861728,강서구
가양대교남단_상-510,37.564378,126.861519,강서구
가양대교남단_상-511,37.564584,126.861352,강서구
가양대교남단_상-512,37.564783,126.861169,강서구
가양대교남단_상-513,37.564968,126.860974,강서구
가양대교남단_상-514,37.565134,126.860759,강서구
가양대교남단_상-515,37.565288,126.860533,강서구
가양대교남단_상-516,37.565449,126.860283,강서구
가양대교남단_상-517,37.565605,126.860057,강서구
가양대교남단_상-518,37.565791,126.859866,강서구
가양대교남단_상-519,37.566009,126.85969,강서구
가양대교남단_상-520,37.566217,126.859535,강서구
가양대교남단_상-521,37.566415,126.859415,강서구
가양대교남단_상-522,37.566622,126.859366,강서구
가양대교남단_하-001,37.566883,126.858814,강서구
가양대교남단_하-002,37.566842,126.858594,강서구
가양대교남단_하-003,37.566787,126.858363,강서구
가양대교남단_하-004,37.566838,126.858125,강서구
가양대교남단_하-005,37.566892,126.85787,강서구
가양대교남단_하-006,37.567016,126.857673,강서구
가양대교남단_하-007,37.567101,126.85743,강서구
가양대교남단_하-008,37.567218,126.857242,강서구
가양대교남단_하-009,37.567306,126.856989,강서구
가양대교남단_하-010,37.56742,126.856775,강서구
가양대교남단_하-011,37.567463,126.856542,강서구
가양대교남단_하-012,37.567526,126.856415,강서구
가양대교남단_하-013,37.567552,126.856165,강서구
가양대교남단_하-014,37.567629,126.855938,강서구
가양대교남단_하-015,37.567666,126.855701,강서구
가양대교남단_하-016,37.567763,126.855517,강서구
가양대교남단_하-017,37.567837,126.855299,강서구
가양대교남단_하-018,37.567965,126.855115,강서구
가양대교남단_하-019,37.568053,126.854904,강서구
가양대교남단_하-020,37.568179,126.854727,강서구
가양대교남단_하-021,37.568272,126.854512,강서구
가양대교남단_하-022,37.568412,126.854307,강서구
가양대교남단_하-023,37.568517,126.854065,강서구
가양대교남단_하-024,37.56867,126.853845,강서구
가양대교남단_하-086,37.569995,126.861282,강서구
가양대교남단_하-087,37.569772,126.861163,강서구
가양대교남단_하-088,37.569636,126.861015,강서구
가양대교남단_하-089,37.569393,126.860882,강서구
가양대교남단_하-090,37.569212,126.860703,강서구
가양대교남단_하-091,37.56898,126.860576,강서구
가양대교남단_하-092,37.568775,126.860379,강서구
가양대교남단_하-093,37.568519,126.860235,강서구
가양대교남단_하-094,37.568313,126.860039,강서구
가양대교남단_하-095,37.568069,126.859895,강서구
가양대교남단_하-096,37.567886,126.85969,강서구
가양대교남단_하-097,37.567632,126.859527,강서구
가양대교남단_하-098,37.567429,126.859328,강서구
가양대교남단_하-099,37.567189,126.859192,강서구
가양대교남단_하-100,37.566956,126.859081,강서구
가양대교남단_하-101,37.566756,126.858975,강서구
가양대교남단_하-102,37.566567,126.858796,강서구
가양대교남단_하-103,37.566346,126.85867,강서구
가양대교남단_하-104,37.566046,126.858409,강서구
가양대교남단_하-105,37.565871,126.858318,강서구
가양대교남단_하-106,37.565701,126.858154,강서구
가양대교남단_하-107,37.565512,126.858053,강서구
가양대교남단_하-108,37.565299,126.857856,강서구
가양대교남단_하-109,37.565118,126.857766,강서구
가양대교남단_하-110,37.564962,126.857611,강서구
가양대교남단_하-111,37.564766,126.857508,강서구
가양대교남단_하-112,37.564611,126.857357,강서구
가양대교남단_하-113,37.564425,126.85726,강서구
가양대교남단_하-114,37.564246,126.857089,강서구
가양대교남단_하-115,37.56404,126.856983,강서구
가양대교남단_하-116,37.563872,126.856817,강서구
가양대교남단_하-117,37.563652,126.856698,강서구
가양대교남단_하-118,37.56343,126.8565,강서구
가양대교남단_하-119,37.56324,126.856403,강서구
가양대교남단_하-120,37.563099,126.856263,강서구
가양대교남단_하-121,37.562978,126.856213,강서구
가양대교남단_하-122,37.562867,126.856097,강서구
가양대교남단_하-123,37.562713,126.856031,강서구
가양대교남단_하-124,37.5623,126.855735,강서구
가양대교남단경관_상-01,37.567105,126.859448,강서구
가양대교남단경관_상-02,37.56721,126.859517,강서구
가양대교남단경관_상-03,37.56731,126.859598,강서구
가양대교남단경관_상-05,37.567518,126.859757,강서구
가양대교남단경관_상-06,37.567638,126.859841,강서구
가양대교남단경관_상-07,37.567755,126.859928,강서구
가양대교남단경관_하-01,37.567112,126.859241,강서구
가양대교남단경관_하-02,37.56722,126.859326,강서구
가양대교남단경관_하-03,37.567319,126.859403,강서구
가양대교남단경관_하-05,37.567529,126.859562,강서구
가양대교남단경관_하-06,37.567649,126.859646,강서구
가양대교남단경관_하-07,37.567774,126.859746,강서구
가양대교램프_01-01,37.56406,126.857271,강서구
가양대교램프_01-02,37.564214,126.857561,강서구
가양대교램프_01-03,37.56433,126.857919,강서구
가양대교램프_01-04,37.564373,126.858265,강서구
가양대교램프_01-05,37.564413,126.858609,강서구
가양대교램프_01-06,37.564442,126.859015,강서구
가양대교램프_01-07,37.564454,126.859402,강서구
가양대교램프_01-08,37.564386,126.859696,강서구
가양대교램프_01-09,37.564347,126.860016,강서구
가양대교램프_01-10,37.564301,126.860294,강서구
가양대교램프_01-100,37.566959,126.857561,강서구
가양대교램프_01-101,37.566932,126.857238,강서구
가양대교램프_01-102,37.566802,126.856995,강서구
가양대교램프_01-103,37.566604,126.856821,강서구
가양대교램프_01-104,37.566352,126.856795,강서구
가양대교램프_01-105,37.566116,126.856914,강서구
가양대교램프_01-106,37.565954,126.857115,강서구
가양대교램프_01-107,37.56582,126.857364,강서구
가양대교램프_01-108,37.565683,126.857602,강서구
가양대교램프_01-109,37.565535,126.857854,강서구
가양대교램프_01-11,37.564372,126.860593,강서구
가양대교램프_01-110,37.5653,126.858251,강서구
가양대교램프_01-111,37.565159,126.858494,강서구
가양대교램프_01-112,37.565018,126.85874,강서구
가양대교램프_01-113,37.564877,126.858998,강서구
가양대교램프_01-114,37.56471,126.8593,강서구
가양대교램프_01-115,37.564562,126.859603,강서구
가양대교램프_01-116,37.564454,126.859893,강서구
가양대교램프_01-117,37.564256,126.860397,강서구
가양대교램프_01-118,37.566071,126.856855,강서구
가양대교램프_01-119,37.565918,126.857041,강서구
가양대교램프_01-12,37.564528,126.860782,강서구
가양대교램프_01-120,37.565772,126.857293,강서구
가양대교램프_01-121,37.565623,126.857534,강서구
가양대교램프_01-122,37.565475,126.857806,강서구
가양대교램프_01-123,37.565254,126.85818,강서구
가양대교램프_01-124,37.565125,126.858411,강서구
가양대교램프_01-125,37.564977,126.85866,강서구
가양대교램프_01-126,37.564821,126.858936,강서구
가양대교램프_01-127,37.564749,126.859191,강서구
가양대교램프_01-128,37.564792,126.859587,강서구
가양대교램프_01-129,37.564924,126.859848,강서구
가양대교램프_01-13,37.564747,126.86085,강서구
가양대교램프_01-130,37.565141,126.859992,강서구
가양대교램프_01-131,37.565344,126.860028,강서구
가양대교램프_01-132,37.566939,126.858979,강서구
가양대교램프_01-133,37.566849,126.858825,강서구
가양대교램프_01-134,37.566778,126.858565,강서구
가양대교램프_01-135,37.566762,126.858275,강서구
가양대교램프_01-136,37.566808,126.858017,강서구
가양대교램프_01-137,37.566909,126.857747,강서구
가양대교램프_01-138,37.567025,126.857483,강서구
가양대교램프_01-139,37.567148,126.857237,강서구
가양대교램프_01-14,37.564969,126.86079,강서구
가양대교램프_01-140,37.567261,126.856988,강서구
가양대교램프_01-141,37.567364,126.856734,강서구
가양대교램프_01-142,37.567456,126.856411,강서구
가양대교램프_01-143,37.567521,126.856079,강서구
가양대교램프_01-144,37.567613,126.855762,강서구
가양대교램프_01-145,37.567724,126.855471,강서구
가양대교램프_01-146,37.567823,126.855237,강서구
가양대교램프_01-147,37.56795,126.855036,강서구
가양대교램프_01-148,37.568041,126.854846,강서구
가양대교램프_01-149,37.56815,126.854647,강서구
가양대교램프_01-15,37.565143,126.860577,강서구
가양대교램프_01-150,37.568248,126.85446,강서구
가양대교램프_01-151,37.568371,126.854247,강서구
가양대교램프_01-152,37.568474,126.854028,강서구
가양대교램프_01-153,37.568605,126.853829,강서구
가양대교램프_01-154,37.56872,126.853586,강서구
가양대교램프_01-155,37.568844,126.853384,강서구
가양대교램프_01-156,37.568333,126.853602,강서구
가양대교램프_01-157,37.568198,126.853848,강서구
가양대교램프_01-158,37.568024,126.85412,강서구
가양대교램프_01-159,37.567857,126.854399,강서구
가양대교램프_01-16,37.565289,126.860322,강서구
가양대교램프_01-160,37.56769,126.854681,강서구
가양대교램프_01-161,37.567542,126.854939,강서구
가양대교램프_01-162,37.567372,126.855211,강서구
가양대교램프_01-163,37.567186,126.855461,강서구
가양대교램프_01-164,37.567019,126.85571,강서구
가양대교램프_01-165,37.566849,126.855959,강서구
가양대교램프_01-166,37.566677,126.85622,강서구
가양대교램프_01-167,37.566484,126.856469,강서구
가양대교램프_01-168,37.566221,126.856653,강서구
가양대교램프_01-169,37.566014,126.856757,강서구
가양대교램프_01-17,37.565446,126.860049,강서구
가양대교램프_01-170,37.565769,126.856846,강서구
가양대교램프_01-171,37.565531,126.856909,강서구
가양대교램프_01-172,37.565267,126.856966,강서구
가양대교램프_01-173,37.565026,126.857022,강서구
가양대교램프_01-174,37.564765,126.857076,강서구
가양대교램프_01-175,37.564478,126.857053,강서구
가양대교램프_01-176,37.564216,126.856914,강서구
가양대교램프_01-177,37.563987,126.856752,강서구
가양대교램프_01-178,37.563756,126.856572,강서구
가양대교램프_01-18,37.565604,126.859794,강서구
가양대교램프_01-19,37.565776,126.859492,강서구
가양대교램프_01-20,37.565946,126.859174,강서구
가양대교램프_01-21,37.566084,126.85884,강서구
가양대교램프_01-22,37.566211,126.85841,강서구
가양대교램프_01-23,37.566294,126.858099,강서구
가양대교램프_01-24,37.566376,126.857806,강서구
가양대교램프_01-25,37.566494,126.857545,강서구
가양대교램프_01-26,37.566602,126.857316,강서구
가양대교램프_01-27,37.566722,126.85713,강서구
가양대교램프_01-28,37.566856,126.856901,강서구
가양대교램프_01-29,37.566984,126.85667,강서구
가양대교램프_01-30,37.567125,126.856427,강서구
가양대교램프_01-31,37.567259,126.856187,강서구
가양대교램프_01-32,37.5674,126.855973,강서구
가양대교램프_01-33,37.567544,126.855745,강서구
가양대교램프_01-34,37.563574,126.856931,강서구
가양대교램프_01-35,37.563812,126.857153,강서구
가양대교램프_01-36,37.564034,126.857437,강서구
가양대교램프_01-37,37.56414,126.857691,강서구
가양대교램프_01-38,37.564214,126.858017,강서구
가양대교램프_01-39,37.564249,126.858325,강서구
가양대교램프_01-40,37.564292,126.858665,강서구
가양대교램프_01-41,37.564323,126.859044,강서구
가양대교램프_01-42,37.56431,126.859447,강서구
가양대교램프_01-43,37.564284,126.859794,강서구
가양대교램프_01-44,37.564209,126.86014,강서구
가양대교램프_01-45,37.564127,126.860481,강서구
가양대교램프_01-46,37.563977,126.860786,강서구
가양대교램프_01-47,37.563854,126.861074,강서구
가양대교램프_01-48,37.563701,126.86134,강서구
가양대교램프_01-49,37.563551,126.861587,강서구
가양대교램프_01-50,37.563405,126.861847,강서구
가양대교램프_01-51,37.56328,126.862067,강서구
가양대교램프_01-52,37.563158,126.862336,강서구
가양대교램프_01-53,37.56305,126.862562,강서구
가양대교램프_01-54,37.562923,126.862778,강서구
가양대교램프_01-55,37.562803,126.862986,강서구
가양대교램프_01-56,37.562699,126.863169,강서구
가양대교램프_01-57,37.562579,126.86338,강서구
가양대교램프_01-58,37.564159,126.861618,강서구
가양대교램프_01-59,37.564298,126.861384,강서구
가양대교램프_01-60,37.564432,126.861158,강서구
가양대교램프_01-61,37.564561,126.860933,강서구
가양대교램프_01-62,37.564686,126.860723,강서구
가양대교램프_01-63,37.564815,126.860509,강서구
가양대교램프_01-64,37.564935,126.860293,강서구
가양대교램프_01-65,37.565072,126.860073,강서구
가양대교램프_01-66,37.565212,126.85983,강서구
가양대교램프_01-67,37.565364,126.859581,강서구
가양대교램프_01-68,37.565532,126.859303,강서구
가양대교램프_01-69,37.565691,126.859021,강서구
가양대교램프_01-70,37.565856,126.858745,강서구
가양대교램프_01-71,37.565748,126.857096,강서구
가양대교램프_01-72,37.565498,126.857076,강서구
가양대교램프_01-73,37.565251,126.857124,강서구
가양대교램프_01-74,37.564999,126.857172,강서구
가양대교램프_01-75,37.564768,126.85719,강서구
가양대교램프_01-76,37.562879,126.863611,강서구
가양대교램프_01-77,37.563024,126.8634,강서구
가양대교램프_01-78,37.56316,126.863185,강서구
가양대교램프_01-79,37.563302,126.862972,강서구
가양대교램프_01-80,37.563433,126.862753,강서구
가양대교램프_01-81,37.563572,126.862536,강서구
가양대교램프_01-82,37.563718,126.862314,강서구
가양대교램프_01-83,37.563847,126.86213,강서구
가양대교램프_01-84,37.564007,126.861863,강서구
가양대교램프_01-85,37.56413,126.861697,강서구
가양대교램프_01-86,37.564344,126.861463,강서구
가양대교램프_01-87,37.564572,126.861264,강서구
가양대교램프_01-88,37.564751,126.861095,강서구
가양대교램프_01-89,37.564932,126.860908,강서구
가양대교램프_01-90,37.565107,126.8607,강서구
가양대교램프_01-91,37.565256,126.860481,강서구
가양대교램프_01-92,37.565399,126.860241,강서구
가양대교램프_01-93,37.565538,126.860045,강서구
가양대교램프_01-94,37.565773,126.859788,강서구
가양대교램프_01-95,37.565939,126.85966,강서구
가양대교램프_01-96,37.56613,126.859517,강서구
가양대교램프_01-97,37.566338,126.859387,강서구
가양대교램프_01-98,37.566542,126.859311,강서구
가양대교램프_01-99,37.566742,126.859313,강서구
가양대교북단_상-01,37.573877,126.864774,마포구
가양대교북단_상-02,37.573933,126.865026,마포구
가양대교북단_상-03,37.573942,126.865258,마포구
가양대교북단_상-04,37.573899,126.865508,마포구
가양대교북단_상-05,37.57383,126.865707,마포구
가양대교북단_상-06,37.573753,126.865943,마포구
가양대교북단_상-07,37.573671,126.866191,마포구
가양대교북단_상-08,37.573588,126.866433,마포구
가양대교북단_상-09,37.573501,126.866698,마포구
가양대교북단_상-10,37.573411,126.866971,마포구
가양대교북단_상-11,37.573327,126.867229,마포구
가양대교북단_상-12,37.573228,126.867528,마포구
가양대교북단_상-13,37.573145,126.867774,마포구
가양대교북단_상-14,37.573058,126.868038,마포구
가양대교북단_상-15,37.573871,126.865799,마포구
가양대교북단_상-16,37.573798,126.866144,마포구
가양대교북단_상-17,37.573826,126.866477,마포구
가양대교북단_상-18,37.574004,126.866747,마포구
가양대교북단_상-19,37.574237,126.86684,마포구
가양대교북단_상-20,37.574488,126.866761,마포구
가양대교북단_상-21,37.574701,126.866487,마포구
가양대교북단_상-22,37.574888,126.866163,마포구
가양대교북단_상-23,37.575075,126.865841,마포구
가양대교북단_상-24,37.575259,126.865518,마포구
가양대교북단_상-25,37.575448,126.865189,마포구
가양대교북단_상-40,37.570032,126.861691,강서구
가양대교북단_상-41,37.570321,126.861907,강서구
가양대교북단_상-42,37.570587,126.862103,강서구
가양대교북단_상-43,37.570872,126.862313,강서구
가양대교북단_상-44,37.571126,126.862502,강서구
가양대교북단_상-45,37.571373,126.862686,강서구
가양대교북단_상-46,37.571651,126.86289,강서구
가양대교북단_상-47,37.571942,126.863106,강서구
가양대교북단_상-48,37.572216,126.863311,강서구
가양대교북단_상-49,37.572478,126.863504,강서구
가양대교북단_상-50,37.572734,126.863704,강서구
가양대교북단_상-51,37.572994,126.863926,강서구
가양대교북단_상-52,37.573224,126.864098,강서구
가양대교북단_상-53,37.573502,126.864306,강서구
가양대교북단_상-54,37.574018,126.864582,마포구
가양대교북단_상-55,37.574308,126.864797,마포구
가양대교북단_상-56,37.57458,126.864998,마포구
가양대교북단_상-57,37.574849,126.865202,마포구
가양대교북단_상-58,37.575117,126.865405,마포구
가양대교북단_상-59,37.575404,126.865638,마포구
가양대교북단_상-60,37.575658,126.865867,마포구
가양대교북단_상-61,37.575898,126.8661,마포구
가양대교북단_상-62,37.576124,126.866334,마포구
가양대교북단_하-01,37.575192,126.865821,마포구
가양대교북단_하-02,37.575329,126.865582,마포구
가양대교북단_하-03,37.575494,126.865295,마포구
가양대교북단_하-04,37.575652,126.865023,마포구
가양대교북단_하-05,37.574639,126.863992,마포구
가양대교북단_하-06,37.574777,126.863887,마포구
가양대교북단_하-07,37.574891,126.863761,마포구
가양대교북단_하-08,37.574993,126.863637,마포구
가양대교북단_하-09,37.575848,126.864634,마포구
가양대교북단_하-10,37.57567,126.86494,마포구
가양대교북단_하-11,37.575477,126.865276,마포구
가양대교북단_하-12,37.575291,126.865597,마포구
가양대교북단_하-13,37.575116,126.865898,마포구
가양대교북단_하-14,37.574933,126.866217,마포구
가양대교북단_하-15,37.574759,126.866518,마포구
가양대교북단_하-16,37.574589,126.866812,마포구
가양대교북단_하-17,37.576104,126.862278,덕양구
가양대교북단_하-18,37.576218,126.862138,덕양구
가양대교북단_하-500,37.575989,126.862422,마포구
가양대교북단_하-501,37.575868,126.862566,마포구
가양대교북단_하-502,37.575744,126.86272,마포구
가양대교북단_하-503,37.57561,126.862883,마포구
가양대교북단_하-504,37.575479,126.863045,마포구
가양대교북단_하-505,37.575357,126.863193,마포구
가양대교북단_하-506,37.575232,126.863345,마포구
가양대교북단_하-507,37.575111,126.863494,마포구
가양대교북단_하-508,37.5745,126.864074,마포구
가양대교북단_하-509,37.575647,126.863348,마포구
가양대교북단_하-511,37.574351,126.864126,마포구
가양대교북단_하-512,37.575403,126.863464,마포구
가양대교북단_하-514,37.574203,126.864142,마포구
가양대교북단_하-515,37.575197,126.863623,마포구
가양대교북단_하-517,37.574061,126.864135,마포구
가양대교북단_하-518,37.57497,126.863797,마포구
가양대교북단_하-520,37.576021,126.864334,마포구
가양대교북단_하-521,37.576145,126.864006,마포구
가양대교북단_하-522,37.576097,126.86365,마포구
가양대교북단_하-523,37.575911,126.864576,마포구
가양대교북단_하-525,37.575898,126.863405,마포구
가양대교북단_하-526,37.575786,126.864789,마포구
가양대교북단_하-63,37.576238,126.866161,마포구
가양대교북단_하-64,37.576036,126.865949,마포구
가양대교북단_하-65,37.57579,126.8657,마포구
가양대교북단_하-66,37.575545,126.865483,마포구
가양대교북단_하-67,37.575251,126.86524,마포구
가양대교북단_하-68,37.574964,126.865023,마포구
가양대교북단_하-69,37.574686,126.864816,마포구
가양대교북단_하-70,37.574402,126.864608,마포구
가양대교북단_하-71,37.574149,126.864421,마포구
가양대교북단_하-72,37.573696,126.863971,마포구
가양대교북단_하-73,37.573405,126.863762,강서구
가양대교북단_하-74,37.573173,126.86359,강서구
가양대교북단_하-75,37.572933,126.863434,강서구
가양대교북단_하-76,37.572648,126.863242,강서구
가양대교북단_하-77,37.572357,126.86303,강서구
가양대교북단_하-78,37.572109,126.862845,강서구
가양대교북단_하-79,37.57183,126.862639,강서구
가양대교북단_하-80,37.571562,126.862442,강서구
가양대교북단_하-81,37.571274,126.862234,강서구
가양대교북단_하-82,37.571013,126.862037,강서구
가양대교북단_하-83,37.57073,126.861827,강서구
가양대교북단_하-84,37.570493,126.861655,강서구
가양대교북단_하-85,37.570194,126.861429,강서구
가양대교북단경관_상-01,37.573743,126.864351,마포구
가양대교북단경관_상-02,37.573627,126.864261,강서구
가양대교북단경관_상-03,37.573493,126.864164,강서구
가양대교북단경관_상-05,37.573225,126.863965,강서구
가양대교북단경관_상-06,37.573104,126.863881,강서구
가양대교북단경관_상-07,37.572962,126.86377,강서구
가양대교북단경관_하-01,37.573765,126.86412,강서구
가양대교북단경관_하-02,37.57364,126.86403,강서구
가양대교북단경관_하-03,37.573507,126.863931,강서구
가양대교북단경관_하-05,37.573236,126.863736,강서구
가양대교북단경관_하-06,37.573107,126.863646,강서구
가양대교북단경관_하-07,37.572971,126.863552,강서구
강남터미널고가-01,37.503343,127.002446,서초구
강남터미널고가-02,37.503636,127.002209,서초구
강남터미널고가-03,37.50393,127.00196,서초구
강남터미널고가-04,37.50427,127.001678,서초구
강남터미널고가-05,37.504591,127.00142,서초구
강남터미널고가-06,37.504936,127.001166,서초구
강남터미널고가-07,37.505315,127.00096,서초구
강남터미널고가-08,37.505711,127.000766,서초구
강남터미널고가-09,37.506085,127.000599,서초구
강남터미널고가-10,37.506477,127.000422,서초구
강남터미널고가-11,37.506877,127.000253,서초구
강남터미널고가-12,37.507258,127.000089,서초구
강남터미널고가-13,37.507035,127.000011,서초구
강남터미널고가-14,37.506637,127.00018,서초구
강남터미널고가-15,37.506255,127.000363,서초구
강남터미널고가-16,37.505885,127.000523,서초구
강남터미널고가-17,37.505473,127.00071,서초구
강남터미널고가-18,37.505078,127.000902,서초구
강남터미널고가-19,37.504709,127.001134,서초구
강남터미널고가-20,37.504358,127.001417,서초구
강남터미널고가-21,37.504025,127.001689,서초구
강남터미널고가-22,37.503717,127.001946,서초구
강남터미널고가-23,37.503415,127.002213,서초구
개봉고가차도-01,37.492512,126.856076,구로구
개봉고가차도-02,37.492793,126.85611,구로구
개봉고가차도-03,37.493059,126.856131,구로구
개봉고가차도-04,37.493328,126.856164,구로구
개봉고가차도-05,37.493571,126.856191,구로구
개봉고가차도-06,37.493819,126.856216,구로구
개봉고가차도-07,37.494081,126.856239,구로구
개봉고가차도-08,37.494315,126.856261,구로구
개봉고가차도-09,37.49455,126.856287,구로구
개봉고가차도-10,37.494824,126.856319,구로구
개봉고가차도-11,37.495097,126.856343,구로구
개봉고가차도-12,37.49538,126.856369,구로구
개봉고가차도-13,37.495659,126.8564,구로구
개봉고가차도-14,37.495934,126.856429,구로구
개봉고가차도-15,37.496219,126.856458,구로구
개봉고가차도-16,37.4965,126.856483,구로구
개봉고가차도-17,37.496366,126.8563,구로구
개봉고가차도-18,37.496101,126.856278,구로구
개봉고가차도-19,37.495837,126.856249,구로구
개봉고가차도-20,37.495568,126.856219,구로구
개봉고가차도-21,37.495282,126.856194,구로구
개봉고가차도-22,37.495007,126.856157,구로구
개봉고가차도-23,37.494738,126.856134,구로구
개봉고가차도-24,37.494472,126.856107,구로구
개봉고가차도-25,37.494212,126.856082,구로구
개봉고가차도-26,37.493956,126.856053,구로구
개봉고가차도-27,37.493711,126.85603,구로구
개봉고가차도-28,37.493474,126.856007,구로구
개봉고가차도-29,37.49323,126.855985,구로구
개봉고가차도-30,37.492943,126.85595,구로구
개봉고가차도-31,37.492659,126.855927,구로구
개봉고가차도-32,37.492381,126.8559,구로구
개화지하차도-01,37.566256,126.805747,강서구
개화지하차도-02,37.566558,126.805645,강서구
개화지하차도-03,37.566869,126.805541,강서구
개화지하차도-04,37.567198,126.805442,강서구
개화지하차도-05,37.568365,126.805033,강서구
개화지하차도-06,37.568698,126.804915,강서구
개화지하차도-07,37.569033,126.804802,강서구
개화지하차도-08,37.569368,126.804682,강서구
개화지하차도-09,37.569499,126.804431,강서구
개화지하차도-10,37.569133,126.804541,강서구
개화지하차도-11,37.568794,126.80467,강서구
개화지하차도-12,37.568458,126.804782,강서구
개화지하차도-13,37.567336,126.805172,강서구
개화지하차도-14,37.56699,126.805282,강서구
개화지하차도-15,37.566654,126.805403,강서구
개화지하차도-16,37.566354,126.805493,강서구
겸재교1-01,37.585726,127.071579,동대문구
겸재교1-02,37.585568,127.071684,동대문구
겸재교1-03,37.58543,127.071795,동대문구
겸재교1-04,37.585255,127.071938,동대문구
겸재교1-05,37.58511,127.072061,동대문구
